name,id,hp,number,images,types,nationalPokedexNumbers
Celebi,dp2-7,60.0,7,"{'small': 'https://images.pokemontcg.io/dp2/7.png', 'large': 'https://images.pokemontcg.io/dp2/7_hires.png'}",['Grass'],[251]
Dwebble,bw3-6,60.0,6,"{'small': 'https://images.pokemontcg.io/bw3/6.png', 'large': 'https://images.pokemontcg.io/bw3/6_hires.png'}",['Grass'],[557]
Snubbull,det1-15,70.0,15,"{'small': 'https://images.pokemontcg.io/det1/15.png', 'large': 'https://images.pokemontcg.io/det1/15_hires.png'}",['Fairy'],[209]
Umbreon,hgss3-10,90.0,10,"{'small': 'https://images.pokemontcg.io/hgss3/10.png', 'large': 'https://images.pokemontcg.io/hgss3/10_hires.png'}",['Darkness'],[197]
Shedinja,xy6-11,30.0,11,"{'small': 'https://images.pokemontcg.io/xy6/11.png', 'large': 'https://images.pokemontcg.io/xy6/11_hires.png'}",['Grass'],[292]
Porygon2,neo3-12,70.0,12,"{'small': 'https://images.pokemontcg.io/neo3/12.png', 'large': 'https://images.pokemontcg.io/neo3/12_hires.png'}",['Colorless'],[233]
Ivysaur,pop2-7,80.0,7,"{'small': 'https://images.pokemontcg.io/pop2/7.png', 'large': 'https://images.pokemontcg.io/pop2/7_hires.png'}",['Grass'],[2]
Lucario,col1-14,90.0,14,"{'small': 'https://images.pokemontcg.io/col1/14.png', 'large': 'https://images.pokemontcg.io/col1/14_hires.png'}",['Fighting'],[448]
Magikarp,sm115-15,30.0,15,"{'small': 'https://images.pokemontcg.io/sm115/15.png', 'large': 'https://images.pokemontcg.io/sm115/15_hires.png'}",['Water'],[129]
Lumineon,dp7-4,80.0,4,"{'small': 'https://images.pokemontcg.io/dp7/4.png', 'large': 'https://images.pokemontcg.io/dp7/4_hires.png'}",['Water'],[457]
Bronzong,hgss4-15,90.0,15,"{'small': 'https://images.pokemontcg.io/hgss4/15.png', 'large': 'https://images.pokemontcg.io/hgss4/15_hires.png'}",['Metal'],[437]
Meowth,basep-10,50.0,10,"{'small': 'https://images.pokemontcg.io/basep/10.png', 'large': 'https://images.pokemontcg.io/basep/10_hires.png'}",['Colorless'],[52]
Shaymin,sm5-15,80.0,15,"{'small': 'https://images.pokemontcg.io/sm5/15.png', 'large': 'https://images.pokemontcg.io/sm5/15_hires.png'}",['Grass'],[492]
Pansear,xy0-7,70.0,7,"{'small': 'https://images.pokemontcg.io/xy0/7.png', 'large': 'https://images.pokemontcg.io/xy0/7_hires.png'}",['Fire'],[513]
Piloswine,ex7-13,100.0,13,"{'small': 'https://images.pokemontcg.io/ex7/13.png', 'large': 'https://images.pokemontcg.io/ex7/13_hires.png'}",['Fighting'],[221]
Pansage,swsh3-6,60.0,6,"{'small': 'https://images.pokemontcg.io/swsh3/6.png', 'large': 'https://images.pokemontcg.io/swsh3/6_hires.png'}",['Grass'],[511]
Wartortle,bw10-15,80.0,15,"{'small': 'https://images.pokemontcg.io/bw10/15.png', 'large': 'https://images.pokemontcg.io/bw10/15_hires.png'}",['Water'],[8]
Houndour,neo2-5,50.0,5,"{'small': 'https://images.pokemontcg.io/neo2/5.png', 'large': 'https://images.pokemontcg.io/neo2/5_hires.png'}",['Fire'],[228]
Arcanine,bw4-13,120.0,13,"{'small': 'https://images.pokemontcg.io/bw4/13.png', 'large': 'https://images.pokemontcg.io/bw4/13_hires.png'}",['Fire'],[59]
Poliwrath,base1-13,90.0,13,"{'small': 'https://images.pokemontcg.io/base1/13.png', 'large': 'https://images.pokemontcg.io/base1/13_hires.png'}",['Water'],[62]
Plusle,pop1-13,50.0,13,"{'small': 'https://images.pokemontcg.io/pop1/13.png', 'large': 'https://images.pokemontcg.io/pop1/13_hires.png'}",['Lightning'],[311]
Slowbro,ex10-13,80.0,13,"{'small': 'https://images.pokemontcg.io/ex10/13.png', 'large': 'https://images.pokemontcg.io/ex10/13_hires.png'}",['Water'],[80]
Latias δ,ex13-11,70.0,11,"{'small': 'https://images.pokemontcg.io/ex13/11.png', 'large': 'https://images.pokemontcg.io/ex13/11_hires.png'}",['Fire'],[380]
Lilligant,bw3-5,80.0,5,"{'small': 'https://images.pokemontcg.io/bw3/5.png', 'large': 'https://images.pokemontcg.io/bw3/5_hires.png'}",['Grass'],[549]
Togekiss,hgss3-9,120.0,9,"{'small': 'https://images.pokemontcg.io/hgss3/9.png', 'large': 'https://images.pokemontcg.io/hgss3/9_hires.png'}",['Colorless'],[468]
Oddish,sm10-6,60.0,6,"{'small': 'https://images.pokemontcg.io/sm10/6.png', 'large': 'https://images.pokemontcg.io/sm10/6_hires.png'}",['Grass'],[43]
Quilladin,xy8-10,90.0,10,"{'small': 'https://images.pokemontcg.io/xy8/10.png', 'large': 'https://images.pokemontcg.io/xy8/10_hires.png'}",['Grass'],[651]
Heatran-EX,bw9-13,180.0,13,"{'small': 'https://images.pokemontcg.io/bw9/13.png', 'large': 'https://images.pokemontcg.io/bw9/13_hires.png'}",['Fire'],[485]
Pansage,sm3-12,70.0,12,"{'small': 'https://images.pokemontcg.io/sm3/12.png', 'large': 'https://images.pokemontcg.io/sm3/12_hires.png'}",['Grass'],[511]
Roserade,dp3-17,90.0,17,"{'small': 'https://images.pokemontcg.io/dp3/17.png', 'large': 'https://images.pokemontcg.io/dp3/17_hires.png'}",['Grass'],[407]
Grubbin,sm1-13,70.0,13,"{'small': 'https://images.pokemontcg.io/sm1/13.png', 'large': 'https://images.pokemontcg.io/sm1/13_hires.png'}",['Grass'],[736]
Mareep,pop7-14,50.0,14,"{'small': 'https://images.pokemontcg.io/pop7/14.png', 'large': 'https://images.pokemontcg.io/pop7/14_hires.png'}",['Lightning'],[179]
Rockruff,smp-SM06,60.0,SM06,"{'small': 'https://images.pokemontcg.io/smp/SM06.png', 'large': 'https://images.pokemontcg.io/smp/SM06_hires.png'}",['Fighting'],[744]
Roselia,bw6-13,70.0,13,"{'small': 'https://images.pokemontcg.io/bw6/13.png', 'large': 'https://images.pokemontcg.io/bw6/13_hires.png'}",['Grass'],[315]
Xerneas,xyp-XY05,130.0,XY05,"{'small': 'https://images.pokemontcg.io/xyp/XY05.png', 'large': 'https://images.pokemontcg.io/xyp/XY05_hires.png'}",['Fairy'],[716]
Charizard,sm9-14,150.0,14,"{'small': 'https://images.pokemontcg.io/sm9/14.png', 'large': 'https://images.pokemontcg.io/sm9/14_hires.png'}",['Fire'],[6]
Thwackey,swsh1-12,100.0,12,"{'small': 'https://images.pokemontcg.io/swsh1/12.png', 'large': 'https://images.pokemontcg.io/swsh1/12_hires.png'}",['Grass'],[811]
Mr. Mime,base2-6,40.0,6,"{'small': 'https://images.pokemontcg.io/base2/6.png', 'large': 'https://images.pokemontcg.io/base2/6_hires.png'}",['Psychic'],[122]
Seedot,swsh4-10,60.0,10,"{'small': 'https://images.pokemontcg.io/swsh4/10.png', 'large': 'https://images.pokemontcg.io/swsh4/10_hires.png'}",['Grass'],[273]
Flareon,bw9-12,100.0,12,"{'small': 'https://images.pokemontcg.io/bw9/12.png', 'large': 'https://images.pokemontcg.io/bw9/12_hires.png'}",['Fire'],[136]
Heracross,ex5-7,70.0,7,"{'small': 'https://images.pokemontcg.io/ex5/7.png', 'large': 'https://images.pokemontcg.io/ex5/7_hires.png'}",['Grass'],[214]
M Heracross-EX,xy3-5,220.0,5,"{'small': 'https://images.pokemontcg.io/xy3/5.png', 'large': 'https://images.pokemontcg.io/xy3/5_hires.png'}",['Grass'],[214]
Roserade,dp1-13,90.0,13,"{'small': 'https://images.pokemontcg.io/dp1/13.png', 'large': 'https://images.pokemontcg.io/dp1/13_hires.png'}",['Grass'],[407]
Gengar,ecard3-H9,100.0,H9,"{'small': 'https://images.pokemontcg.io/ecard3/H9.png', 'large': 'https://images.pokemontcg.io/ecard3/H9_hires.png'}",['Psychic'],[94]
Venusaur,pl3-13,140.0,13,"{'small': 'https://images.pokemontcg.io/pl3/13.png', 'large': 'https://images.pokemontcg.io/pl3/13_hires.png'}",['Grass'],[3]
Raikou,dp3-16,80.0,16,"{'small': 'https://images.pokemontcg.io/dp3/16.png', 'large': 'https://images.pokemontcg.io/dp3/16_hires.png'}",['Lightning'],[243]
Zapdos,base3-15,80.0,15,"{'small': 'https://images.pokemontcg.io/base3/15.png', 'large': 'https://images.pokemontcg.io/base3/15_hires.png'}",['Lightning'],[145]
Meganium δ,ex15-4,110.0,4,"{'small': 'https://images.pokemontcg.io/ex15/4.png', 'large': 'https://images.pokemontcg.io/ex15/4_hires.png'}",['Fighting'],[154]
Buizel,dpp-DP13,60.0,DP13,"{'small': 'https://images.pokemontcg.io/dpp/DP13.png', 'large': 'https://images.pokemontcg.io/dpp/DP13_hires.png'}",['Water'],[418]
Treecko,sm7-8,70.0,8,"{'small': 'https://images.pokemontcg.io/sm7/8.png', 'large': 'https://images.pokemontcg.io/sm7/8_hires.png'}",['Grass'],[252]
Heracross,swsh2-6,130.0,6,"{'small': 'https://images.pokemontcg.io/swsh2/6.png', 'large': 'https://images.pokemontcg.io/swsh2/6_hires.png'}",['Grass'],[214]
Kricketot,sm12-13,60.0,13,"{'small': 'https://images.pokemontcg.io/sm12/13.png', 'large': 'https://images.pokemontcg.io/sm12/13_hires.png'}",['Grass'],[401]
Litleo,xy4-11,60.0,11,"{'small': 'https://images.pokemontcg.io/xy4/11.png', 'large': 'https://images.pokemontcg.io/xy4/11_hires.png'}",['Fire'],[667]
Meowth V,swshp-SWSH004,180.0,SWSH004,"{'small': 'https://images.pokemontcg.io/swshp/SWSH004.png', 'large': 'https://images.pokemontcg.io/swshp/SWSH004_hires.png'}",['Colorless'],[52]
Fennekin,xy0-8,60.0,8,"{'small': 'https://images.pokemontcg.io/xy0/8.png', 'large': 'https://images.pokemontcg.io/xy0/8_hires.png'}",['Fire'],[653]
Quilladin,xy1-13,90.0,13,"{'small': 'https://images.pokemontcg.io/xy1/13.png', 'large': 'https://images.pokemontcg.io/xy1/13_hires.png'}",['Grass'],[651]
Ninjask,ex8-13,70.0,13,"{'small': 'https://images.pokemontcg.io/ex8/13.png', 'large': 'https://images.pokemontcg.io/ex8/13_hires.png'}",['Grass'],[291]
Surskit,pop1-14,50.0,14,"{'small': 'https://images.pokemontcg.io/pop1/14.png', 'large': 'https://images.pokemontcg.io/pop1/14_hires.png'}",['Water'],[283]
Gloom,sm10-7,80.0,7,"{'small': 'https://images.pokemontcg.io/sm10/7.png', 'large': 'https://images.pokemontcg.io/sm10/7_hires.png'}",['Grass'],[44]
Jolteon,base6-14,70.0,14,"{'small': 'https://images.pokemontcg.io/base6/14.png', 'large': 'https://images.pokemontcg.io/base6/14_hires.png'}",['Lightning'],[135]
Seedot,xy9-4,50.0,4,"{'small': 'https://images.pokemontcg.io/xy9/4.png', 'large': 'https://images.pokemontcg.io/xy9/4_hires.png'}",['Grass'],[273]
Breloom,sm35-5,110.0,5,"{'small': 'https://images.pokemontcg.io/sm35/5.png', 'large': 'https://images.pokemontcg.io/sm35/5_hires.png'}",['Grass'],[286]
Beedrill,hgss2-12,110.0,12,"{'small': 'https://images.pokemontcg.io/hgss2/12.png', 'large': 'https://images.pokemontcg.io/hgss2/12_hires.png'}",['Grass'],[15]
Nidoqueen,ex6-9,120.0,9,"{'small': 'https://images.pokemontcg.io/ex6/9.png', 'large': 'https://images.pokemontcg.io/ex6/9_hires.png'}",['Fighting'],[31]
Buneary,pop9-12,50.0,12,"{'small': 'https://images.pokemontcg.io/pop9/12.png', 'large': 'https://images.pokemontcg.io/pop9/12_hires.png'}",['Colorless'],[427]
Torkoal,xy2-16,100.0,16,"{'small': 'https://images.pokemontcg.io/xy2/16.png', 'large': 'https://images.pokemontcg.io/xy2/16_hires.png'}",['Fire'],[324]
Treecko,np-3,40.0,3,"{'small': 'https://images.pokemontcg.io/np/3.png', 'large': 'https://images.pokemontcg.io/np/3_hires.png'}",['Grass'],[252]
Snivy,bwp-BW06,60.0,BW06,"{'small': 'https://images.pokemontcg.io/bwp/BW06.png', 'large': 'https://images.pokemontcg.io/bwp/BW06_hires.png'}",['Grass'],[495]
Spewpa,sm6-7,70.0,7,"{'small': 'https://images.pokemontcg.io/sm6/7.png', 'large': 'https://images.pokemontcg.io/sm6/7_hires.png'}",['Grass'],[665]
Blaziken,ex16-5,100.0,5,"{'small': 'https://images.pokemontcg.io/ex16/5.png', 'large': 'https://images.pokemontcg.io/ex16/5_hires.png'}",['Fire'],[257]
Servine,bw7-12,80.0,12,"{'small': 'https://images.pokemontcg.io/bw7/12.png', 'large': 'https://images.pokemontcg.io/bw7/12_hires.png'}",['Grass'],[496]
Rocket's Zapdos,gym2-15,70.0,15,"{'small': 'https://images.pokemontcg.io/gym2/15.png', 'large': 'https://images.pokemontcg.io/gym2/15_hires.png'}",['Lightning'],[145]
Magikarp,mcd16-4,30.0,4,"{'small': 'https://images.pokemontcg.io/mcd16/4.png', 'large': 'https://images.pokemontcg.io/mcd16/4_hires.png'}",['Water'],[129]
Volcarona,xy11-15,110.0,15,"{'small': 'https://images.pokemontcg.io/xy11/15.png', 'large': 'https://images.pokemontcg.io/xy11/15_hires.png'}","['Fire', 'Grass']",[637]
Drednaw VMAX,swsh35-15,320.0,15,"{'small': 'https://images.pokemontcg.io/swsh35/15.png', 'large': 'https://images.pokemontcg.io/swsh35/15_hires.png'}",['Water'],[834]
Ninjask,xy6-10,70.0,10,"{'small': 'https://images.pokemontcg.io/xy6/10.png', 'large': 'https://images.pokemontcg.io/xy6/10_hires.png'}",['Grass'],[291]
Butterfree,g1-5,130.0,5,"{'small': 'https://images.pokemontcg.io/g1/5.png', 'large': 'https://images.pokemontcg.io/g1/5_hires.png'}",['Grass'],[12]
Togetic,ex7-14,70.0,14,"{'small': 'https://images.pokemontcg.io/ex7/14.png', 'large': 'https://images.pokemontcg.io/ex7/14_hires.png'}",['Colorless'],[176]
Hoppip,sm8-12,40.0,12,"{'small': 'https://images.pokemontcg.io/sm8/12.png', 'large': 'https://images.pokemontcg.io/sm8/12_hires.png'}",['Grass'],[187]
Kricketot,xy9-5,60.0,5,"{'small': 'https://images.pokemontcg.io/xy9/5.png', 'large': 'https://images.pokemontcg.io/xy9/5_hires.png'}",['Grass'],[401]
Poliwrath,base4-15,90.0,15,"{'small': 'https://images.pokemontcg.io/base4/15.png', 'large': 'https://images.pokemontcg.io/base4/15_hires.png'}",['Water'],[62]
Simisage,swsh3-7,100.0,7,"{'small': 'https://images.pokemontcg.io/swsh3/7.png', 'large': 'https://images.pokemontcg.io/swsh3/7_hires.png'}",['Grass'],[512]
Lotad,swsh2-7,60.0,7,"{'small': 'https://images.pokemontcg.io/swsh2/7.png', 'large': 'https://images.pokemontcg.io/swsh2/7_hires.png'}",['Grass'],[270]
Charmander,sma-SV6,70.0,SV6,"{'small': 'https://images.pokemontcg.io/sma/SV6.png', 'large': 'https://images.pokemontcg.io/sma/SV6_hires.png'}",['Fire'],[4]
Lunatone,ex2-8,60.0,8,"{'small': 'https://images.pokemontcg.io/ex2/8.png', 'large': 'https://images.pokemontcg.io/ex2/8_hires.png'}",['Psychic'],[337]
Pidgeot,ex6-10,100.0,10,"{'small': 'https://images.pokemontcg.io/ex6/10.png', 'large': 'https://images.pokemontcg.io/ex6/10_hires.png'}",['Colorless'],[18]
Charmander,bw11-17,70.0,17,"{'small': 'https://images.pokemontcg.io/bw11/17.png', 'large': 'https://images.pokemontcg.io/bw11/17_hires.png'}",['Fire'],[4]
Pyroar,xy4-12,110.0,12,"{'small': 'https://images.pokemontcg.io/xy4/12.png', 'large': 'https://images.pokemontcg.io/xy4/12_hires.png'}",['Fire'],[668]
Accelgor,bw5-11,90.0,11,"{'small': 'https://images.pokemontcg.io/bw5/11.png', 'large': 'https://images.pokemontcg.io/bw5/11_hires.png'}",['Grass'],[617]
Kyogre,ex9-15,80.0,15,"{'small': 'https://images.pokemontcg.io/ex9/15.png', 'large': 'https://images.pokemontcg.io/ex9/15_hires.png'}",['Water'],[382]
Chatot,dpp-DP14,60.0,DP14,"{'small': 'https://images.pokemontcg.io/dpp/DP14.png', 'large': 'https://images.pokemontcg.io/dpp/DP14_hires.png'}",['Colorless'],[441]
Blastoise,bw10-16,140.0,16,"{'small': 'https://images.pokemontcg.io/bw10/16.png', 'large': 'https://images.pokemontcg.io/bw10/16_hires.png'}",['Water'],[9]
Ponyta,xy11-16,60.0,16,"{'small': 'https://images.pokemontcg.io/xy11/16.png', 'large': 'https://images.pokemontcg.io/xy11/16_hires.png'}",['Fire'],[77]
Aerodactyl,base3-16,60.0,16,"{'small': 'https://images.pokemontcg.io/base3/16.png', 'large': 'https://images.pokemontcg.io/base3/16_hires.png'}",['Fighting'],[142]
Magnezone,dp7-5,120.0,5,"{'small': 'https://images.pokemontcg.io/dp7/5.png', 'large': 'https://images.pokemontcg.io/dp7/5_hires.png'}",['Metal'],[462]
Serperior,bw7-13,140.0,13,"{'small': 'https://images.pokemontcg.io/bw7/13.png', 'large': 'https://images.pokemontcg.io/bw7/13_hires.png'}",['Grass'],[497]
Ralts,pop7-15,60.0,15,"{'small': 'https://images.pokemontcg.io/pop7/15.png', 'large': 'https://images.pokemontcg.io/pop7/15_hires.png'}",['Psychic'],[280]
Sabrina's Gengar,gym1-14,80.0,14,"{'small': 'https://images.pokemontcg.io/gym1/14.png', 'large': 'https://images.pokemontcg.io/gym1/14_hires.png'}",['Psychic'],[94]
Skiddo,sm6-9,70.0,9,"{'small': 'https://images.pokemontcg.io/sm6/9.png', 'large': 'https://images.pokemontcg.io/sm6/9_hires.png'}",['Grass'],[672]
Salandit,sm75-13,60.0,13,"{'small': 'https://images.pokemontcg.io/sm75/13.png', 'large': 'https://images.pokemontcg.io/sm75/13_hires.png'}",['Fire'],[757]
Maractus,bw1-12,90.0,12,"{'small': 'https://images.pokemontcg.io/bw1/12.png', 'large': 'https://images.pokemontcg.io/bw1/12_hires.png'}",['Grass'],[556]
Manectric,ex9-16,70.0,16,"{'small': 'https://images.pokemontcg.io/ex9/16.png', 'large': 'https://images.pokemontcg.io/ex9/16_hires.png'}",['Lightning'],[310]
Litleo,xy2-18,70.0,18,"{'small': 'https://images.pokemontcg.io/xy2/18.png', 'large': 'https://images.pokemontcg.io/xy2/18_hires.png'}",['Fire'],[667]
Sentret,pop7-16,60.0,16,"{'small': 'https://images.pokemontcg.io/pop7/16.png', 'large': 'https://images.pokemontcg.io/pop7/16_hires.png'}",['Colorless'],[161]
Rapidash,xy11-17,90.0,17,"{'small': 'https://images.pokemontcg.io/xy11/17.png', 'large': 'https://images.pokemontcg.io/xy11/17_hires.png'}",['Fire'],[78]
Gliscor,dp6-5,80.0,5,"{'small': 'https://images.pokemontcg.io/dp6/5.png', 'large': 'https://images.pokemontcg.io/dp6/5_hires.png'}",['Fighting'],[472]
Braixen,xy0-9,80.0,9,"{'small': 'https://images.pokemontcg.io/xy0/9.png', 'large': 'https://images.pokemontcg.io/xy0/9_hires.png'}",['Fire'],[654]
Milotic δ,ex15-5,90.0,5,"{'small': 'https://images.pokemontcg.io/ex15/5.png', 'large': 'https://images.pokemontcg.io/ex15/5_hires.png'}",['Fire'],[350]
Dodrio,hgss3-11,80.0,11,"{'small': 'https://images.pokemontcg.io/hgss3/11.png', 'large': 'https://images.pokemontcg.io/hgss3/11_hires.png'}",['Colorless'],[85]
Pikachu,pop4-13,50.0,13,"{'small': 'https://images.pokemontcg.io/pop4/13.png', 'large': 'https://images.pokemontcg.io/pop4/13_hires.png'}",['Lightning'],[25]
Yanmega,pl3-14,100.0,14,"{'small': 'https://images.pokemontcg.io/pl3/14.png', 'large': 'https://images.pokemontcg.io/pl3/14_hires.png'}",['Grass'],[469]
Deerling,sm12-15,60.0,15,"{'small': 'https://images.pokemontcg.io/sm12/15.png', 'large': 'https://images.pokemontcg.io/sm12/15_hires.png'}",['Grass'],[585]
Karrablast,sm4-7,60.0,7,"{'small': 'https://images.pokemontcg.io/sm4/7.png', 'large': 'https://images.pokemontcg.io/sm4/7_hires.png'}",['Grass'],[588]
Roserade,bw6-14,90.0,14,"{'small': 'https://images.pokemontcg.io/bw6/14.png', 'large': 'https://images.pokemontcg.io/bw6/14_hires.png'}",['Grass'],[407]
Rattata,ru1-15,30.0,15,"{'small': 'https://images.pokemontcg.io/ru1/15.png', 'large': 'https://images.pokemontcg.io/ru1/15_hires.png'}",['Colorless'],[19]
Oricorio,sm2-14,90.0,14,"{'small': 'https://images.pokemontcg.io/sm2/14.png', 'large': 'https://images.pokemontcg.io/sm2/14_hires.png'}",['Fire'],[741]
Arcanine G,pl3-15,90.0,15,"{'small': 'https://images.pokemontcg.io/pl3/15.png', 'large': 'https://images.pokemontcg.io/pl3/15_hires.png'}",['Fire'],[59]
Pikipek,smp-SM07,60.0,SM07,"{'small': 'https://images.pokemontcg.io/smp/SM07.png', 'large': 'https://images.pokemontcg.io/smp/SM07_hires.png'}",['Colorless'],[731]
Gible,pop9-14,50.0,14,"{'small': 'https://images.pokemontcg.io/pop9/14.png', 'large': 'https://images.pokemontcg.io/pop9/14_hires.png'}",['Colorless'],[443]
Vileplume,si1-17,70.0,17,"{'small': 'https://images.pokemontcg.io/si1/17.png', 'large': 'https://images.pokemontcg.io/si1/17_hires.png'}",['Grass'],[45]
Venusaur,base1-15,100.0,15,"{'small': 'https://images.pokemontcg.io/base1/15.png', 'large': 'https://images.pokemontcg.io/base1/15_hires.png'}",['Grass'],[3]
Gyarados-GX,sm115-16,230.0,16,"{'small': 'https://images.pokemontcg.io/sm115/16.png', 'large': 'https://images.pokemontcg.io/sm115/16_hires.png'}",['Water'],[130]
Magnezone,dp7-6,120.0,6,"{'small': 'https://images.pokemontcg.io/dp7/6.png', 'large': 'https://images.pokemontcg.io/dp7/6_hires.png'}",['Lightning'],[462]
Heracross,neo1-6,60.0,6,"{'small': 'https://images.pokemontcg.io/neo1/6.png', 'large': 'https://images.pokemontcg.io/neo1/6_hires.png'}",['Grass'],[214]
Mudkip,np-5,50.0,5,"{'small': 'https://images.pokemontcg.io/np/5.png', 'large': 'https://images.pokemontcg.io/np/5_hires.png'}",['Water'],[258]
Latios δ,ex13-12,80.0,12,"{'small': 'https://images.pokemontcg.io/ex13/12.png', 'large': 'https://images.pokemontcg.io/ex13/12_hires.png'}",['Water'],[381]
Raikou,neo3-13,80.0,13,"{'small': 'https://images.pokemontcg.io/neo3/13.png', 'large': 'https://images.pokemontcg.io/neo3/13_hires.png'}",['Lightning'],[243]
Masquerain,xy5-14,80.0,14,"{'small': 'https://images.pokemontcg.io/xy5/14.png', 'large': 'https://images.pokemontcg.io/xy5/14_hires.png'}",['Grass'],[284]
Dark Dragonite,ex7-15,120.0,15,"{'small': 'https://images.pokemontcg.io/ex7/15.png', 'large': 'https://images.pokemontcg.io/ex7/15_hires.png'}",['Darkness'],[149]
Mismagius GL,pl2-10,80.0,10,"{'small': 'https://images.pokemontcg.io/pl2/10.png', 'large': 'https://images.pokemontcg.io/pl2/10_hires.png'}",['Psychic'],[429]
Ditto,pop3-12,60.0,12,"{'small': 'https://images.pokemontcg.io/pop3/12.png', 'large': 'https://images.pokemontcg.io/pop3/12_hires.png'}",['Psychic'],[132]
Fletchinder,xy2-17,80.0,17,"{'small': 'https://images.pokemontcg.io/xy2/17.png', 'large': 'https://images.pokemontcg.io/xy2/17_hires.png'}",['Fire'],[662]
Poliwrath,ex6-11,120.0,11,"{'small': 'https://images.pokemontcg.io/ex6/11.png', 'large': 'https://images.pokemontcg.io/ex6/11_hires.png'}",['Water'],[62]
